Amoniak,BOD,COD,Cd,City_Regency,Class,Cr6,Cu,DO,F,Fecal Coliform,Fenol,H2S,Hg,Klorida,Latitude,Location,Longitude,MBAS,Minyak dan Lemak,Ni,Nitrat,Nitrit,Pb,Province,Sianida,Source,Sulfat,TDS,TSS,Temperature,Total Coliform,Total N,Total P,Warna,Year,Zn,pH
5.0545,2.8,4.0,0.004,Kabupaten Pidie,3.0,0.004,0.009,5.3,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.11972,Krueng Baroe,95.8933,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,588.0,18.0,28.3,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.38
5.0545,1.74,6.4,0.004,Kabupaten Aceh Barat,3.0,0.004,0.009,6.56,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.291968,KREUNG WOYLA,95.979379,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,53.73,570.0,27.1,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.34
5.0545,2.15,20.0,0.004,Kabupaten Aceh Barat,3.0,0.004,0.009,6.41,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.388788,KREUNG WOYLA,96.045524,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,52.99,494.5,27.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.56
5.0545,1.85,6.4,0.004,Kabupaten Aceh Barat,3.0,0.004,0.009,6.72,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.521575,KREUNG WOYLA,96.122975,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,61.55,195.7,27.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.35
5.0545,1.1,18.7,0.004,Kota Langsa,3.0,0.004,0.009,6.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.45914,Krueng Langsa,97.9917,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,401.0,25.2,29.8,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.62
5.0545,1.6,10.5,0.004,Kota Langsa,3.0,0.004,0.009,6.4,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.46594,Krueng Langsa,97.9428,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,330.0,31.1,28.7,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.81
5.0545,1.1,12.1,0.004,Kota Langsa,3.0,0.004,0.009,7.7,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.43888,Krueng Langsa,97.8842,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,441.0,28.0,29.3,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.33
5.0545,2.58,17.17,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,4.7,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.185694,KRUENG TAMIANG,98.038417,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,156.4,17.05,29.8,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.1
5.0545,2.13,12.18,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,5.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.167,KRUENG TAMIANG,97.912555,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,149.0,17.45,28.1,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.8
5.0545,2.43,14.31,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,5.7,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.263361,KRUENG TAMIANG,98.056889,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,159.2,15.15,27.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.0
5.0545,2.88,17.39,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,4.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.287528,KRUENG TAMIANG,98.056222,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,167.7,32.3,27.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.0
5.0545,2.73,15.19,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,4.9,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.278361,KRUENG TAMIANG,98.003083,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,163.3,21.05,29.0,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.3
5.0545,3.18,19.81,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,4.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.363778,KRUENG TAMIANG,98.106722,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,166.7,32.25,29.7,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.1
5.0545,4.86,21.8,0.004,Kabupaten Aceh Tamiang,3.0,0.004,0.009,4.4,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.3545,KRUENG TAMIANG,98.182278,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,174.3,28.53,28.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.8
5.0545,2.88,15.85,0.004,Kabupaten Pidie,3.0,0.004,0.009,4.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.34207,KRUENG BAROE,95.925574,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,158.1,22.18,28.4,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.4
5.0545,2.58,16.51,0.004,Kabupaten Pidie,3.0,0.004,0.009,5.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.217189,KRUENG BAROE,95.858528,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,149.7,10.15,30.5,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.6
5.0545,1.87,16.29,0.004,Kabupaten Pidie,3.0,0.004,0.009,5.7,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.119875,KRUENG BAROE,95.893564,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,214.9,10.45,29.3,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.5
5.0545,2.58,19.77,0.004,Kabupaten Aceh Barat Daya,3.0,0.004,0.009,5.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,3.596686,KRUENG BARU,96.952517,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,156.8,12.12,39.8,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.9
5.0545,2.28,16.25,0.004,Kabupaten Aceh Selatan,3.0,0.004,0.009,5.3,0.13,115000.0,0.0009,0.0085,0.0001,37.81,3.61728,KRUENG BARU,96.98195,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,154.8,11.49,30.3,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.2
5.0545,2.24,13.03,0.004,Kabupaten Aceh Barat Daya,3.0,0.004,0.009,6.1,0.13,115000.0,0.0009,0.0085,0.0001,37.81,3.613908,KRUENG BARU,96.963611,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,151.5,11.94,27.5,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.3
5.0545,2.43,14.72,0.004,Kabupaten Aceh Jaya,3.0,0.004,0.009,5.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.627611,KRUENG SABEE,95.655667,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,144.7,17.33,29.3,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.9
5.0545,2.13,14.06,0.004,Kabupaten Aceh Jaya,3.0,0.004,0.009,5.9,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.688808,KRUENG SABEE,95.685972,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,152.8,14.99,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.8
5.0545,2.96,20.53,0.004,Kota Banda Aceh,3.0,0.004,0.009,5.4,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.553721,KRUENG ACEH,95.330515,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,156.7,19.34,27.5,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.1
5.0545,1.83,13.2,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,6.1,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.352333,KRUENG ACEH,95.575889,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,193.9,14.23,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.3
5.0545,5.58,12.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,7.07,0.13,115000.0,0.0009,0.0085,0.0001,37.81,3.90283,-,97.3838,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,4.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,6.76
5.0545,4.58,10.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,717.0,0.13,115000.0,0.0009,0.0085,0.0001,37.81,3.90283,-,97.3838,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,4.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,6.84
5.0545,7.17,16.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,6.77,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.08405,-,97.5399,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,12.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.09
5.0545,6.37,14.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,6.97,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.05463,-,97.4718,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,10.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.14
5.0545,10.8,24.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,6.57,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.03447,Krueng Tripa,97.2321,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,27.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.21
5.0545,8.37,18.0,0.004,Kabupaten Gayo Lues,3.0,0.004,0.009,6.77,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.03447,Krueng Tripa,97.3357,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,24.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.4
5.0545,2.51,23.69,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,5.37,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.05339,Krueng Arakundo,97.5735,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,693.0,30.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.43
5.0545,2.17,17.48,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,4.75,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.05491,Krueng Arakundo,97.5762,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,752.0,28.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.63
5.0545,2.24,19.65,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,5.1,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.06741,Krueng Arakundo,97.5761,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,714.0,21.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.45
5.0545,2.24,18.74,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,5.49,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.5849,Krueng Bayeun,97.904,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,745.0,28.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.4
5.0545,2.1,22.67,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,6.42,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.56745,Krueng Bayeun,97.9039,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,794.0,26.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.33
5.0545,2.35,24.7,0.004,Kabupaten Aceh Timur,3.0,0.004,0.009,6.77,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.57269,Krueng Bayeun,97.9056,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,775.0,23.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.61
5.0545,2.6,14.2,0.004,Kabupaten Pidie,3.0,0.004,0.009,4.8,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.30697,Krueng Tiro,96.015,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,450.0,29.0,28.4,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.34
5.0545,2.46,13.1,0.004,Kabupaten Pidie,3.0,0.004,0.009,4.9,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.27788,Krueng Tiro,96.0868,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,670.0,38.0,29.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.19
5.0545,2.4,11.0,0.004,Kabupaten Pidie,3.0,0.004,0.009,5.5,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.17516,Krueng Tiro,95.9422,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,164.0,21.0,28.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.34
5.0545,2.8,10.6,0.004,Kabupaten Pidie,3.0,0.004,0.009,6.1,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.3828,Krueng Baroe,95.9537,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,128.0,56.0,28.2,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.33
5.0545,2.8,7.0,0.004,Kabupaten Pidie,3.0,0.004,0.009,6.1,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.32677,Krueng Baroe,95.9215,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,884.0,45.0,29.6,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.43
5.0545,1.85,4.8,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.47093,Sungai Krueng Raba,95.25522,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,9.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.95
5.0545,2.87,16.0,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.0,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.40274,Sungai Krueng Keumire,95.49146,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,26.8,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.05
5.0545,2.26,20.8,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.82,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.515,Krueng Daroy,95.3,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,10.1,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.6
5.0545,8.61,38.4,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,6.31,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.497,Krueng Daroy,95.296,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,17.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.45
5.0545,3.49,6.4,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,7.18,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.518,Krueng Aceh,95.362,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,252.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.39
5.0545,2.67,8.0,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.0,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.413,Krueng Aceh,95.446,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,30.4,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.05
5.0545,2.67,17.6,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.36,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.0,Krueng Keumire,95.49,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,101.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.62
5.0545,4.92,20.8,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.37,Krueng Aceh,95.563,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,22.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.85
5.0545,1.54,19.2,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.51,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.36,Krueng Inong,95.57,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,48.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.3
5.0545,3.08,28.8,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,7.59,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.358,Krueng Buga,95.58,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,43.4,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.8
5.0545,3.49,6.4,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.0,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.346,Krueng Buga,95.603,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,39.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.78
5.0545,3.08,19.2,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.61,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.326,Krueng Inong,95.563,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,17.6,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.56
5.0545,3.9,12.8,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.2,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.31,Krueng Terebeh,95.56,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,47.8,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.82
5.0545,2.87,6.4,0.004,Kabupaten Aceh Besar,3.0,0.004,0.009,8.41,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.283,Krueng Terebeh,95.602,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,25.6,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.7
5.0545,2.26,41.6,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,5.95,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.04511,Sungai Krueng Keureuto,97.3195,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,32.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.97
5.0545,3.08,16.0,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,5.74,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.11755,Sungai Krueng Pase,97.2097,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,52.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.15
5.0545,2.77,24.0,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,6.56,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.07083333333333,Krueng Pase,97.2327777777777,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,28.4,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.09
5.0545,2.46,16.0,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,7.18,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.96916666666666,Krueng Keureuto,97.1963888888888,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,23.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.15
5.0545,1.33,40.0,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,6.77,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.02516,Sungai Krueng Keureuto,97.3117,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,605.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,8.28
5.0545,2.05,49.6,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,6.46,0.13,115000.0,0.0009,0.0085,0.0001,37.81,4.97012,Sungai Krueng Peuto,97.3403,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,63.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.82
5.0545,2.58,44.8,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.78,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.357777778,Sungai Luan Tufa Hulu,96.38888889,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,71.8,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.25
5.0545,1.72,22.4,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.56,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.356111111,Sungai Luan Tufa Tengah,96.38583333,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,71.8,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.29
5.0545,2.8,28.8,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.81,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.351111111,Sungai Luan Tufa Hilir,96.38527778,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,73.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.34
5.0545,1.29,9.6,0.004,Kabupaten Simeulue,3.0,0.004,0.009,7.33,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.469444444,Sungai Salur Hulu,96.25055556,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,21.6,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.38
5.0545,1.72,16.0,0.004,Kabupaten Simeulue,3.0,0.004,0.009,7.14,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.451944444,Sungai Salur Tengah,96.24194444,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,21.7,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.75
5.0545,3.01,28.8,0.004,Kabupaten Simeulue,3.0,0.004,0.009,7.21,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.443055556,Sungai Salur Hilir,96.23944444,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,22.9,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.7
5.0545,2.15,19.2,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.57,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.757222222,Sungai Layabaung Hilir,96.04555556,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,42.2,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.6
5.0545,1.61,22.4,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.6,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.734444444,Sungai Layabaung Tengah,96.04777778,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,40.4,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.62
5.0545,1.29,12.8,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.62,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.739166667,Sungai Layabaung Hulu,96.05171967,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,40.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.62
5.0545,2.15,22.4,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.65,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.544608889,Sungai Kuala Makmur Hulu,96.29055556,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,119.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.61
5.0545,1.72,16.0,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.57,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.555333333,Sungai Kuala Makmur Tengah,96.31616667,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,120.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.57
5.0545,1.72,41.6,0.004,Kabupaten Simeulue,3.0,0.004,0.009,6.74,0.13,115000.0,0.0009,0.0085,0.0001,37.81,2.560175,Sungai Kuala Makmur /Hilir,96.31716111,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,120.5,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.28
5.0545,3.69,64.0,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,5.81,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.02516,Sungai Krueng Keureuto,97.3117,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,1542.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.16
5.0545,2.26,118.4,0.004,Kabupaten Aceh Utara,3.0,0.004,0.009,5.81,0.13,115000.0,0.0009,0.0085,0.0001,37.81,5.04511,Sungai Krueng Keureuto,97.3195,0.11,0.53,0.02,0.53,0.04,0.009,Aceh,0.01,df_ika,20.0,201.7,3986.0,28.9,290000.0,8.864999999999998,0.87415,14.0,2023.0,0.009,7.16
